0,1,2,3
3673,268672,Pro Grand,Flurname
3673,268673,Pro da Scadealas,Flurname
3673,268674,Curtgegn da la Barbla,Flurname
3673,268675,Sax,Flurname
3673,268686,Tgoma Sura,Flurname
3673,268688,Crap Ner,Flurname
3673,268692,Tgoma Sut,Flurname
3506,268701,Plam da Bots,Flurname
3506,268702,Alp Nova,Flurname
3506,268703,Sisseala,Flurname
3506,268704,Steinhaus,Flurname
3506,268705,Bleis d'Alp,Flurname
3506,268706,Cumascheals,Flurname
3911,268708,Sattel,Flurname
3911,268710,Stelli,Flurname
3911,268711,Sunntigweid,Flurname
3506,268713,Bot digl Term,Flurname
3911,268715,Lerchaböda,Flurname
3911,268716,Chrüz,Flurname
3911,268717,Mördersäss,Flurname
3506,268718,Bot digl Curtschin,Flurname
3506,268720,Alp Scalottas,Flurname
3506,268724,Plam las Plattas,Flurname
3506,268726,Bleis Pintgas,Flurname
3506,268728,Plaun da Bots,Flurname
3506,268731,Fops,Flurname
3506,268732,Porclas,Flurname
3506,268733,Vardananca,Flurname
3506,268734,Ois,Flurname
3542,268742,Begl Sogn Glezi,Flurname
3542,268805,Versasca,Flurname
3715,268851,Tguma,Flurname
3715,268856,Cadanos,Flurname
3715,268857,Valloia,Flurname
3670,268862,Bärenbüel,Flurname
3715,268866,Rappatobelkopf,Flurname
3715,268867,Drosa,Flurname
3715,268868,Bot da Vioms,Flurname
3715,268869,Dasch,Flurname
3715,268910,Stavel da las Nursas,Flurname
3715,268912,Plan da Crestas,Flurname
3715,268914,Plan da Beglias,Flurname
3715,268915,Il Bogn,Flurname
3715,268917,Nera,Flurname
3715,268918,Crappa,Flurname
3715,268919,Tgatscha,Flurname
3715,268922,Spunda Beala,Flurname
3701,268927,Valdiras,Flurname
3715,268929,Plan Cardaletsch,Flurname
3715,268930,Drossa,Flurname
3715,268934,Turnies,Flurname
3715,268935,Searz,Flurname
3715,268936,Tarpinus,Flurname
3715,268937,Raschlos,Flurname
3715,268938,Measarossa,Flurname
3715,268939,Sut Selvas,Flurname
3715,268940,Bultger,Flurname
3715,268941,Caschliun,Flurname
3715,268942,Ladinos,Flurname
3715,268943,Danis,Flurname
3715,268944,Gianda,Flurname
3715,268945,Sut Pendlas,Flurname
3715,268946,Pastg,Flurname
3715,268947,Faschas,Flurname
3715,268948,Crap,Flurname
3715,268949,Spei,Flurname
3715,268950,Plan Darmeras,Flurname
3715,268951,Stavel Veder,Flurname
3715,268952,Gandus,Flurname
3715,268953,Sur Tuf,Flurname
3715,268954,Nurdagn,Flurname
3715,268955,Plattas,Flurname
3715,268957,Tearzas,Flurname
3715,268959,Curtginatsch,Flurname
3715,268960,Pala Beala,Flurname
3712,269012,Plancas Lungas,Flurname
3712,269014,Tschaingla,Flurname
3701,269016,Spunda Beala,Flurname
3712,269017,Crap Seala,Flurname
3712,269019,Planatsch,Flurname
3712,269022,Madegnas,Flurname
3712,269024,Plan d'Ierta,Flurname
3712,269025,Halla,Flurname
3712,269026,Cuolm digls Bovs,Flurname
3712,269027,Alp Zes,Flurname
3712,269028,Crap Ner,Flurname
3542,269029,Tschantaner,Flurname
3712,269030,Spadel,Flurname
3712,269031,Plan Tischatscha,Flurname
3712,269032,Stretscha,Flurname
3715,269086,Plancas,Flurname
3715,269087,Dumagns Dafora,Flurname
3715,269088,Plan da la Crappa Grossa,Flurname
3715,269089,Bot Ner,Flurname
3715,269090,Plan Dargliaz,Flurname
3715,269091,Sulazza,Flurname
3715,269092,Tschainghel las Tgapealas,Flurname
3701,269093,Suma Vizza,Flurname
3714,269123,Grüeniwald,Flurname
3714,269124,Grüeni,Flurname
3714,269125,Burgwald,Flurname
3714,269126,In da Tääla,Flurname
3714,269127,Schnittli,Flurname
3714,269128,Chilchawald,Flurname
3695,269129,Ober Chneu,Flurname
3714,269129,Ober Chneu,Flurname
3714,269130,Under Chneu,Flurname
3714,269131,Schgräend Bach,Flurname
3714,269134,Lammela,Flurname
3695,269135,Chneu,Flurname
3714,269135,Chneu,Flurname
3714,269138,Sandböda,Flurname
3695,269144,Brünst,Flurname
3701,269149,Wärza,Flurname
3713,269189,Grebel,Flurname
3701,269190,Candelari,Flurname
3701,269191,Spunda sur Ses,Flurname
3701,269192,Plan la Botta,Flurname
3701,269193,Plan Bi,Flurname
3701,269194,Plattas,Flurname
3701,269195,Crap da Schis,Flurname
3701,269196,Plan Neaza,Flurname
3701,269197,Tgampatsch,Flurname
3701,269198,Stavel Veader,Flurname
3701,269200,Cuolmet,Flurname
3701,269203,Mutta,Flurname
3701,269204,Tschainghel Ner,Flurname
3701,269205,Alp Sut,Flurname
3701,269207,Pala Beala,Flurname
3701,269208,Plancas la Tscher,Flurname
3701,269211,Alp da Nursas,Flurname
3701,269212,Plan las Turs,Flurname
3701,269213,Farcla,Flurname
3701,269214,Cuolm da Pignia,Flurname
3712,269215,Plan Palé,Flurname
3712,269216,Crappa,Flurname
3542,269217,Got da Solas,Flurname
3542,269218,Schitgans,Flurname
3542,269219,Crap,Flurname
3542,269220,Stat. Solas,Flurname
3542,269221,Faschas,Flurname
3542,269222,Nivagl,Flurname
3542,269223,Pas-cheus,Flurname
3542,269226,Sutses,Flurname
3542,269227,Underm Stei,Flurname
3673,269229,Spitzebühl,Flurname
3603,269254,Alp Stäga,Flurname
3619,269281,Prau d'Alp,Flurname
3672,269286,Chrizliwald,Flurname
1630,269287,Unter Chüetel,Flurname
6299,269293,Z'Mangisch Grund,Flurname
6118,269537,Tschifruviertil,Flurname
6118,269538,Gibreite,Flurname
6118,269539,Haltubedu,Flurname
6118,269540,Gärtjini,Flurname
6118,269541,Leischä,Flurname
6118,269542,Bine,Flurname
6118,269543,Ägärtä,Flurname
6118,269544,Schnitte,Flurname
6118,269545,Lonzmatte,Flurname
6118,269546,Hofmatte,Flurname
6118,269547,Lampertjini,Flurname
6118,269548,Schinterviertil,Flurname
6118,269549,Fabrik Lonza,Flurname
6118,269550,Bedu,Flurname
6118,269551,Halte,Flurname
6118,269552,Hanuviertil,Flurname
6118,269553,Leische,Flurname
6118,269554,Stecku,Flurname
6118,269555,Mätzini,Flurname
6118,269556,Weri,Flurname
6118,269557,Nassi Gärtu,Flurname
6118,269558,Schüfelmatte,Flurname
6118,269559,Heruviertil,Flurname
6118,269560,Drielmatte,Flurname
6118,269561,Gsteini,Flurname
6118,269562,Ambüschlacht,Flurname
6118,269563,Brüäderschaftsleessär,Flurname
6118,269564,Leenä,Flurname
6118,269565,Burkätä,Flurname
6118,269566,Chalchofu,Flurname
6118,269567,Bledär,Flurname
6118,269568,Fäldleessär,Flurname
6118,269569,Rottubett,Flurname
6118,269570,Rufinä,Flurname
6118,269571,Greechnä,Flurname
6118,269572,Seim,Flurname
6118,269573,Insil,Flurname
6118,269574,Chalchofuleessär,Flurname
6118,269575,Bielä,Flurname
6118,269576,Horied,Flurname
6118,269577,Hooried,Flurname
6118,269613,Weidjini,Flurname
6118,269656,Biinä,Flurname
6118,269657,Chrumm,Flurname
6118,269658,Ägärtä,Flurname
6118,269660,Flielu,Flurname
6118,269661,Gufärspitz,Flurname
6118,269663,Moosjini,Flurname
6118,269664,Hasilachra,Flurname
6118,269665,Tschiggji,Flurname
6118,269668,Änners Derfji,Flurname
6118,269669,Drieschthubil,Flurname
6118,269671,Im Sack,Flurname
6118,269672,Obri Mettjä,Flurname
6118,269673,Ärdwässere,Flurname
6118,269674,Balmachär,Flurname
6118,269675,Ritini,Flurname
6118,269676,Gufärli,Flurname
6118,269677,Chummjä,Flurname
6118,269678,Rufini,Flurname
6118,269679,Lüogje,Flurname
6118,269680,Salzgäbu,Flurname
6118,269681,Liischtachra,Flurname
6118,269682,Milimattä,Flurname
6118,269683,Biel,Flurname
6118,269684,Giischi,Flurname
6118,269685,Wang,Flurname
6118,269686,Zuberlini,Flurname
6118,269687,Eichmattä,Flurname
6118,269688,Cheerlini,Flurname
6118,269689,Niibi Mattä,Flurname
6118,269690,Ameissi,Flurname
6118,269691,Chlei Bärgji,Flurname
6118,269692,Bielä,Flurname
6118,269693,Lochachra,Flurname
6118,269694,Bortjini,Flurname
6118,269695,Zubu,Flurname
6118,269701,Bärgji,Flurname
6118,269702,Herbstumattä,Flurname
6118,269703,Lattmattä,Flurname
6118,269705,Roots Schiirli,Flurname
6118,269706,Greechälti,Flurname
6118,269707,Ertjini,Flurname
6118,269708,Schrätz,Flurname
6118,269709,Leessär,Flurname
6118,269710,Rottmattä,Flurname
6118,269711,Muttini,Flurname
6118,269712,Biinä,Flurname
6118,269713,Alts Rottubett,Flurname
6104,269754,Zär Pletschu,Flurname
6119,269759,Golantschu,Flurname
6104,269763,Steimattä,Flurname
6008,269771,Stapfen,Flurname
6008,269772,Raafji,Flurname
6008,269773,Zum Grabu,Flurname
6008,269803,Wiissi Matte,Flurname
6008,269818,Gunzi,Flurname
6008,269821,Chelli,Flurname
6008,269822,Haselachra,Flurname
6008,269827,Sattelledi,Flurname
6008,269830,Meiwäg,Flurname
6008,269840,Haselti,Flurname
6008,269841,Fäld,Flurname
6008,269842,Ägerte,Flurname
1631,269852,Tschinglenalp,Flurname
6289,269853,Wysse Bode,Flurname
6011,269854,Seewjini,Flurname
6011,269855,Schwarzhalte,Flurname
6011,269856,Galu,Flurname
6011,269857,Furmulu,Flurname
5049,269858,Rocca,Flurname
1631,269859,Weiterer Platz,Flurname
1632,269859,Weiterer Platz,Flurname
1210,270189,Sankt Annaflue,Flurname
1210,270190,Sankt Annawald,Flurname
1210,270191,Sankt Annamätteli,Flurname
784,270195,Bender,Flurname
784,270196,Bim lüteren Seewli,Flurname
784,270204,Riseten,Flurname
784,270206,Heiterwang,Flurname
784,270209,Undri Gumm,Flurname
784,270211,Mälchplatz,Flurname
784,270216,Seefuren,Flurname
784,270219,Zum See,Flurname
784,270226,Loibwang,Flurname
784,270227,Undergletsch,Flurname
784,270230,Geissbalm,Flurname
784,270233,Renen,Flurname
784,270237,Obers Worbi,Flurname
784,270241,Obergletsch,Flurname
784,270244,Uf der Wart,Flurname
784,270245,Im lengen Wang,Flurname
784,270252,Rots Bärgli,Flurname
784,270255,Mittlist Läcki,Flurname
784,270256,In Heidewegen,Flurname
784,270257,Obrist Läcki,Flurname
784,270260,Guferwang,Flurname
784,270262,Gibelfad,Flurname
784,270263,Mad,Flurname
784,270265,Wasserwääli,Flurname
784,270279,Pfaffenboden,Flurname
784,270281,Lerchwang,Flurname
784,270284,Oberblatti,Flurname
784,270286,Underblatti,Flurname
784,270294,Wasserwang,Flurname
784,270309,Zum Stock,Flurname
784,270310,Obri Lenen,Flurname
784,270311,Gloggwang,Flurname
784,270314,Loibgumm,Flurname
784,270321,Indre Heuwnollen,Flurname
784,270325,Im Ahireler,Flurname
784,270329,Üssre Heuwnollen,Flurname
784,270333,Siuwwäg,Flurname
784,270334,Tripfi,Flurname
784,270338,Ufem alten Läger,Flurname
784,270339,Obers Schafläger,Flurname
784,270343,Illmenstein,Flurname
784,270344,An der spitzen Egg,Flurname
784,270345,Unders Schafläger,Flurname
784,270347,Im Chrachenden,Flurname
784,270348,Schroten,Flurname
784,270350,Maasyten,Flurname
784,270353,Wirzewääli,Flurname
784,270356,Schrätteren,Flurname
784,270357,Dechelegg,Flurname
784,270358,Glatte Wang,Flurname
784,270359,Träjen,Flurname
784,270360,Distelweng,Flurname
784,270361,Vordri Matten,Flurname
784,270362,Bockweng,Flurname
784,270363,Bir Stägen,Flurname
784,270364,Holzfad,Flurname
784,270365,Merlen,Flurname
784,270366,Im Stedli,Flurname
784,270367,Ufem Fidle,Flurname
784,270368,Chipfenseewleni,Flurname
784,270369,Tälliflüö,Flurname
784,270370,Gletscheregg,Flurname
784,270371,Bin Mannen,Flurname
784,270372,Howang,Flurname
784,270373,Hinderem See,Flurname
784,270374,Fruttliband,Flurname
784,270375,Undre Chalbernollen,Flurname
784,270376,Urnen,Flurname
784,270377,Obre Chalbernollen,Flurname
784,270378,In Bendren,Flurname
784,270379,Im Chragen,Flurname
784,270380,Urnenband,Flurname
784,270381,Mattenalp,Flurname
784,270382,Träjenwang,Flurname
784,270383,Seewliplatti,Flurname
784,270384,Etzisgufer,Flurname
784,270385,Hindri Matten,Flurname
784,270386,Obri Steinlouwenen,Flurname
784,270387,Gletschergrind,Flurname
784,270388,Grienbärgli,Flurname
784,270389,Leimiger,Flurname
784,270390,Fidle,Flurname
784,270391,Äschenbalm,Flurname
784,270394,Enzen,Flurname
784,270395,Tagweidli,Flurname
784,270396,Stand,Flurname
784,270397,Grossi Egg,Flurname
784,270399,Guntlis,Flurname
784,270400,Ufem Stendeli,Flurname
784,270403,Lindistoss,Flurname
784,270404,Grosse Wang,Flurname
784,270405,Chalberfad,Flurname
784,270406,Äugstgumm,Flurname
784,270407,Schwalmerenwang,Flurname
784,270408,Sädel,Flurname
784,270409,Obers Garsplatti,Flurname
784,270410,Lindi,Flurname
784,270412,Bärweng,Flurname
784,270413,Steinband,Flurname
784,270415,Schwarze Nollen,Flurname
784,270417,Fleschenbord,Flurname
784,270418,Dossen,Flurname
784,270419,Dossenwang,Flurname
784,270420,Fleschen,Flurname
784,270421,Geissegg,Flurname
784,270422,Hublen,Flurname
784,270423,Geissbalmer,Flurname
784,270428,Bännen,Flurname
784,270429,Fliewääli,Flurname
784,270430,Härdig Biel,Flurname
62,270438,Oberglattnerallmänd,Flurname
58,270474,Altenhau,Flurname
58,270475,Salwidenhau,Flurname
58,270483,Chrohalden,Flurname
55,270494,Unter der Linden,Flurname
3982,270513,Westwand,Flurname
3981,270514,Foppa sur Zanin,Flurname
3981,270515,Sut Pegnas,Flurname
3981,270516,Denter Fuortgas,Flurname
3981,270517,Fuortgas,Flurname
3981,270518,Sut la Fuortga,Flurname
3981,270519,Crap dil Gieri,Flurname
3981,270520,Rubi Su,Flurname
3981,270521,Cuolm da Rubi,Flurname
298,270553,Grund,Flurname
3982,270561,Fops,Flurname
3985,270562,Plaun dil Sal Sut,Flurname
3603,270563,Buchets,Flurname
3619,270566,Ogna Gronda,Flurname
3619,270570,Cons,Flurname
3575,270612,Crap Tgietschen,Flurname
3572,270613,Urschein,Flurname
3575,270614,Mutta Rodunda,Flurname
3575,270615,Crunas,Flurname
3732,270616,Il Grisch,Flurname
3575,270617,Tschans,Flurname
3575,270618,Valletta Verda,Flurname
3732,270619,Crap da Stiarls,Flurname
3575,270620,Barschaus,Flurname
3575,270621,Scaletta,Flurname
3575,270622,Scansinas,Flurname
3575,270623,Uaul Pign,Flurname
3572,270625,Alp Muladera,Flurname
3575,270626,Alp Curtgani,Flurname
3575,270628,Plaun da Sagogn,Flurname
3732,270656,Pala Vallatsch,Flurname
3732,270657,Platt'Alva,Flurname
3732,270658,Il Vonn,Flurname
1405,270661,Schrundbalm,Flurname
783,270666,Hohsträss,Flurname
295,270729,Cholenmoos,Flurname
3673,270745,Retga,Flurname
3673,270746,Spigna Plauna,Flurname
3673,270757,Pro da l'Alp,Flurname
3805,270863,Pian del Borla,Flurname
3805,270864,Tecc del Negher,Flurname
3834,270893,Mont de Lava,Flurname
3834,270895,Mont de Lizzon,Flurname
3714,271102,Studapirg,Flurname
3714,271103,Höll,Flurname
3714,271104,Paradieschöpf,Flurname
3714,271105,Ursprung,Flurname
3714,271106,Häxgletscherli,Flurname
3714,271107,Zapportstafel,Flurname
3714,271108,Blachtenstäfel,Flurname
3714,271109,Höhbrunst,Flurname
3714,271110,Höhgufer,Flurname
3714,271112,Wissbärg,Flurname
3714,271113,Heidtabüel,Flurname
3714,271114,Chemiboda,Flurname
3714,271115,Brunst,Flurname
3714,271116,Gstei,Flurname
3714,271117,Marschinegga,Flurname
3714,271124,Steischlag,Flurname
3714,271141,Chemi,Flurname
3714,271145,Tällialp,Flurname
3714,271146,Alp de Val Masent,Flurname
3714,271147,Marscholcher,Flurname
3714,271148,Arela,Flurname
3714,271150,Tälliturra,Flurname
3714,271151,Wälschbärg,Flurname
3714,271152,Dürrabüel,Flurname
3714,271177,Indera Güngel,Flurname
3714,271179,Alp Piänätsch,Flurname
3714,271180,Piänätschbärg,Flurname
3714,271181,Treuabärg,Flurname
3714,271194,Bruuchegga,Flurname
3714,271203,Under Butzstafel,Flurname
3714,271238,Parschadawald,Flurname
3714,271240,Boda,Flurname
3714,271241,Chatzaberg,Flurname
3714,271242,Chästerdi,Flurname
3714,271243,Marchwald,Flurname
3714,271258,Uf der Egga,Flurname
3714,271259,Stafel,Flurname
3714,271261,Wannabärga,Flurname
3714,271267,Wannarässi,Flurname
3714,271268,Schia,Flurname
3714,271269,Underm Hora,Flurname
3714,271275,Grossboda,Flurname
3714,271276,Hütti,Flurname
3714,271278,Tschägg,Flurname
3714,271280,Ober Würi,Flurname
3714,271281,Schafgliger,Flurname
3714,271282,Schafsita,Flurname
3714,271286,Platta,Flurname
3714,271287,Under Würi,Flurname
3714,271289,Im Chrüz,Flurname
3714,271303,Rietboda,Flurname
3714,271304,Alt Säss,Flurname
3714,271305,Stotzhalta,Flurname
3714,271306,Gemschwang,Flurname
3714,271307,In da Steina,Flurname
3714,271308,Nüstafelwald,Flurname
3714,271309,Nüstafel,Flurname
3714,271312,Bodmastafel,Flurname
3714,271317,Bärawang,Flurname
3714,271318,Bi da Trög,Flurname
3714,271319,Arvastafel,Flurname
3714,271320,Lattastafel,Flurname
3714,271321,Grossboda,Flurname
3714,271322,Alpetli,Flurname
3714,271323,Splügaberg,Flurname
3714,271325,Usser Panell,Flurname
3714,271326,Panell,Flurname
3714,271327,Marti Simmesch Stäfeli,Flurname
3714,271328,Franzisch Grind,Flurname
3714,271329,Rietboda,Flurname
3714,271330,Bodma,Flurname
3714,271331,Wanna,Flurname
3714,271332,Nätsch,Flurname
3714,271333,Augstaweid,Flurname
3714,271334,Altberg,Flurname
3695,271335,Zapfboda,Flurname
3695,271337,Nätschboda,Flurname
3695,271338,Rota Strima,Flurname
3695,271339,Rossälpli,Flurname
3695,271340,Wissplatta,Flurname
3695,271341,Tritt,Flurname
3695,271342,Bim rota Strima,Flurname
3713,271343,Cantun,Flurname
3713,271345,Paré dil Bargatun,Flurname
3713,271350,Bolz Crunas,Flurname
3713,271351,Planets,Flurname
3713,271352,Tschangla da Sut Fuina,Flurname
3713,271355,Plattas Alvas,Flurname
3713,271356,Mittelberg,Flurname
3713,271357,Spundas,Flurname
3713,271358,Leschen,Flurname
3713,271360,Stavel Veder,Flurname
3713,271361,Tschangla dil Mos,Flurname
3713,271362,Clegher,Flurname
3713,271363,Candaschealas,Flurname
3713,271364,Spunda dil Casti,Flurname
3713,271365,Fianel,Flurname
3713,271366,Funtanas,Flurname
3713,271367,Il Pariel,Flurname
3713,271370,Alp Samada Sut,Flurname
3713,271372,Alp Samada Sura,Flurname
3713,271375,Plattas da Martegn,Flurname
3713,271378,Mut Grischol,Flurname
3713,271379,Plan dil Bov,Flurname
3713,271380,Spunda d'Iva,Flurname
3713,271383,Planet dils Asens,Flurname
3713,271384,Aua Nera,Flurname
3713,271396,Mandra,Flurname
3713,271397,Crap Olt,Flurname
3713,271399,Pala dil Fuorn,Flurname
3713,271400,Paré Granda,Flurname
3713,271402,Mut,Flurname
3713,271404,Tascheal,Flurname
3713,271405,Plans Grands,Flurname
3713,271406,Stgavatsch,Flurname
3713,271407,Stavel Veder,Flurname
3713,271409,Laraschs,Flurname
3792,271421,Under Piot,Flurname
3792,271431,Valzaschall,Flurname
3713,271448,Masolz,Flurname
3792,271510,Bel Giardin,Flurname
3792,271690,Höjaturra,Flurname
3792,271750,Mittlabärga,Flurname
3792,271758,Planjent,Flurname
3792,271818,Masügg,Flurname
3792,271830,Olta Stofel,Flurname
3792,271842,Uf Piot,Flurname
3792,271912,In der breita Lücka,Flurname
3713,271920,Dros,Flurname
182,271936,In underen Wisen,Flurname
3673,272017,Buigls,Flurname
3673,272018,Runcauls,Flurname
1405,272075,Altersbach,Flurname
3254,272171,Mäder,Flurname
3359,272201,St. Galler Weid,Flurname
3946,272242,Sätteli,Flurname
3294,272243,Gäng,Flurname
3294,272244,St. Peter,Flurname
3946,272246,Calannaluz,Flurname
3946,272247,Rossfalla,Flurname
3293,272250,Gilbiglettli,Flurname
3293,272251,Jägeri,Flurname
3293,272252,Wanne,Flurname
3293,272254,Scheubsberg,Flurname
3293,272255,Älpli,Flurname
3293,272256,Ober Bärenboden,Flurname
3293,272257,Tristli,Flurname
3293,272258,Scheubser Engla,Flurname
3293,272259,Hundsböden,Flurname
3293,272260,Glattböden,Flurname
3293,272261,Ober Finzen,Flurname
1220,272264,Ober Wildenlauwenen,Flurname
3733,272279,Lavaz,Flurname
3341,272316,Underhowald,Flurname
3341,272319,Marxensite,Flurname
1209,272324,Gross Schoss,Flurname
1209,272325,Lägend Wichel,Flurname
1209,272326,Sass Stäfeli,Flurname
1209,272327,Schroten,Flurname
1220,272328,Ober Seewli,Flurname
1208,272330,Mässplangge,Flurname
1208,272331,Damma,Flurname
1208,272332,Bründlinossen,Flurname
1208,272333,Spitzistäfeli,Flurname
1208,272335,Harti Plänggli,Flurname
1208,272336,Gemschplanggen,Flurname
1220,272336,Gemschplanggen,Flurname
1202,272339,Mändli,Flurname
1220,272349,Ober Brunni,Flurname
1220,272350,Kartigelplangg,Flurname
1220,272351,Grund,Flurname
1220,272352,Stäfeli,Flurname
1220,272354,Gemschen,Flurname
1220,272355,Börtli,Flurname
1220,272356,Misli,Flurname
1220,272357,Chüenossen,Flurname
1220,272360,Fleschboden,Flurname
1220,272361,Nossli,Flurname
1220,272362,Rossplangg,Flurname
1220,272363,Steinschlag,Flurname
1220,272364,Wichelplangg,Flurname
1220,272365,Böschen,Flurname
1220,272366,Gemschenfad,Flurname
1220,272367,Sattelboden,Flurname
1220,272368,Sattel,Flurname
1220,272369,Susten,Flurname
1220,272370,Schanz,Flurname
1220,272371,Ober Susten,Flurname
1220,272373,Steinplangg,Flurname
1220,272382,Bärengrueben,Flurname
1220,272383,Hinter Tschingel,Flurname
1220,272384,Flecki,Flurname
1208,272385,Hüblen,Flurname
1208,272386,Gletscherboden,Flurname
1208,272387,Chüeplanggen,Flurname
1208,272388,Flüe,Flurname
1220,272388,Flüe,Flurname
3112,272397,Weesli,Flurname
784,272403,Falcherenflue,Flurname
1212,272405,Hostetten,Flurname
1210,272406,Stafel,Flurname
1210,272407,Gigenstafel,Flurname
1212,272408,Ochsenalp,Flurname
1202,272411,Plänggetli,Flurname
3506,272431,Godet,Flurname
3506,272433,Dascha,Flurname
3506,272435,Bot las Schetgas,Flurname
3506,272439,Lajet,Flurname
3506,272440,Plam Saliurs,Flurname
3506,272441,Bots Radonds,Flurname
3506,272442,Alp Scharmoin,Flurname
3506,272446,Plam la Lena,Flurname
3506,272450,Plam las Funtanas,Flurname
3506,272451,Plam digl Uestg,Flurname
3506,272453,Motta,Flurname
3506,272455,Fineschs,Flurname
3506,272456,Plam Stivetta,Flurname
3911,272457,Chötzaberg,Flurname
3506,272460,Rungg,Flurname
3784,272492,Truoch da la Resgia,Flurname
3788,272510,Arudè,Flurname
3788,272515,La Tuor,Flurname
3788,272516,Plagnoula,Flurname
3788,272517,Dimvih d'Aguêl,Flurname
3788,272519,Survih,Flurname
3788,272524,Mareg,Flurname
3561,272534,Braga,Flurname
3762,272540,Bracha,Flurname
3746,272541,Muntalinas,Flurname
3732,272543,La Siala,Flurname
3732,272544,Ils Cugns,Flurname
3734,272544,Ils Cugns,Flurname
3732,272545,Alp Cassons Sut,Flurname
1631,272548,Platte,Flurname
3732,272550,Tschenghel dil Gori,Flurname
3732,272551,Cassons Sut,Flurname
3732,272552,Platta Grischa,Flurname
3732,272553,Muletg Veder,Flurname
3732,272554,Val Margieuna,Flurname
3734,272554,Val Margieuna,Flurname
3732,272555,Zanusch,Flurname
3734,272555,Zanusch,Flurname
3732,272556,Muletg Pign,Flurname
3732,272557,Muletg sper l'Aua,Flurname
3732,272558,Segnas Sut,Flurname
3732,272559,Plaun Segnas Sura,Flurname
3732,272560,Cassons Sura,Flurname
3732,272561,Pala da Porcs,Flurname
3734,272561,Pala da Porcs,Flurname
3732,272562,Plaun Segnas Sut,Flurname
3732,272563,Alp Cassons Sura,Flurname
3734,272563,Alp Cassons Sura,Flurname
3732,272564,Plaunca Dira,Flurname
3732,272565,Muletg da Fars,Flurname
3732,272566,Uaul Desch,Flurname
3732,272567,Punt Desch,Flurname
3732,272568,Alp Platta,Flurname
3732,272573,Paleus,Flurname
3734,272576,Ruina Belmont,Flurname
3732,272579,Darblauna,Flurname
3734,272579,Darblauna,Flurname
3732,272580,Schneca,Flurname
3734,272580,Schneca,Flurname
3734,272582,Schluocha,Flurname
3732,272587,Crap da Vadels,Flurname
3734,272588,Stützli,Flurname
3734,272589,Stutz,Flurname
3734,272591,Plaun da Sterls,Flurname
3732,272595,Pardatsch,Flurname
3732,272597,Tegia Sura,Flurname
3734,272600,Uaul Via Lada,Flurname
3732,272601,Ravinas,Flurname
3734,272603,Davos Sut,Flurname
3734,272605,Uaul Sec,Flurname
3734,272606,Belmont,Flurname
3734,272607,Davos Sura,Flurname
3732,272608,Trutg la Bleica,Flurname
3732,272610,Prei Aulta,Flurname
3734,272610,Prei Aulta,Flurname
3721,272640,Crestas,Flurname
3911,272683,Ebenegg,Flurname
3911,272691,Hüenerköpf,Flurname
3911,272694,Unter em Schwarzwald,Flurname
3911,272698,In da Töbel,Flurname
3911,272701,Foppa,Flurname
3921,272702,Augstberg,Flurname
3921,272708,Ifang,Flurname
3911,272718,Uf em Joch,Flurname
3911,272723,Choragada,Flurname
3911,272724,Brand,Flurname
3911,272727,Schwarzwald,Flurname
3911,272728,Panal,Flurname
3911,272732,Trittwald,Flurname
3911,272739,Täliflue,Flurname
3921,272745,Ochsenstein,Flurname
3932,272749,Scharinis,Flurname
3911,272756,Glatta Böda,Flurname
3911,272758,Öfen,Flurname
3911,272762,Älpli,Flurname
3911,272767,Galtialp,Flurname
3911,272768,Augstberg,Flurname
3911,272769,Herasäss,Flurname
3911,272771,Schwiboda,Flurname
3911,272779,Schaflercha,Flurname
3911,272782,Sandegg,Flurname
3911,272793,Läger,Flurname
3911,272818,Alpwisli,Flurname
3911,272819,Otava,Flurname
3911,272820,Steina,Flurname
3911,272822,Obersäss,Flurname
3911,272824,Wengli,Flurname
3911,272825,Wiss Tschugga,Flurname
3911,272827,Älpli,Flurname
3911,272828,In der Rufena,Flurname
3911,272830,Untersäss,Flurname
3911,272833,Uf em tüfa Boda,Flurname
3911,272834,Wanner,Flurname
3911,272835,Lengbarga,Flurname
3911,272839,Grüen Büdemji,Flurname
3911,272841,Megeriwald,Flurname
3911,272843,Galli,Flurname
3911,272845,Tristel,Flurname
3911,272846,Marchtschugga,Flurname
3911,272847,In da Weng,Flurname
3911,272848,Brüggigerberg,Flurname
3911,272849,Untersäss,Flurname
3911,272852,Wuostböda,Flurname
3911,272855,Obersäss,Flurname
3733,272894,Mittler Säss,Flurname
3733,272904,Bim Stogg,Flurname
3733,272905,Undera Wald,Flurname
3733,272928,Piggableisa,Flurname
3733,272947,Bi dr Goldgruob,Flurname
3731,272969,Calinis,Flurname
3901,272970,Scheidtobel,Flurname
3733,272974,Ruschhalda,Flurname
3733,272976,Ussera Wald,Flurname
3733,272977,Ober Morgang,Flurname
3733,272978,Bi da Bäch,Flurname
3733,272979,Mittler Bäch,Flurname
3733,272980,Piggaschei,Flurname
3733,272981,Schafbärg,Flurname
3733,272984,Mittler Augstbärg,Flurname
3733,272985,Vorder Augstbärg,Flurname
3733,272986,Bi da Fridhöfli,Flurname
3733,272988,Bernets Plangga,Flurname
3733,272989,Hinder Bäch,Flurname
3733,272990,Schafgratgang,Flurname
3733,272994,Vorder Bäch,Flurname
3733,272995,Wiss Platta,Flurname
3733,272997,Bi da hindera Bäch,Flurname
